,product,price,quantity,sales,date,region
1659,pink morsel,$3.00,509,1527,2019-03-27,west
1660,pink morsel,$3.00,506,1518,2019-03-28,north
1661,pink morsel,$3.00,503,1509,2019-03-28,south
1662,pink morsel,$3.00,589,1767,2019-03-28,east
1663,pink morsel,$3.00,519,1557,2019-03-28,west
1664,pink morsel,$3.00,535,1605,2019-03-29,north
1665,pink morsel,$3.00,562,1686,2019-03-29,south
1666,pink morsel,$3.00,552,1656,2019-03-29,east
1667,pink morsel,$3.00,551,1653,2019-03-29,west
1668,pink morsel,$3.00,574,1722,2019-03-30,north
1669,pink morsel,$3.00,531,1593,2019-03-30,south
1670,pink morsel,$3.00,519,1557,2019-03-30,east
1671,pink morsel,$3.00,570,1710,2019-03-30,west
1672,pink morsel,$3.00,595,1785,2019-03-31,north
1673,pink morsel,$3.00,570,1710,2019-03-31,south
1674,pink morsel,$3.00,551,1653,2019-03-31,east
1675,pink morsel,$3.00,524,1572,2019-03-31,west
1676,pink morsel,$3.00,504,1512,2019-04-01,north
1677,pink morsel,$3.00,598,1794,2019-04-01,south
1678,pink morsel,$3.00,523,1569,2019-04-01,east
1679,pink morsel,$3.00,536,1608,2019-04-01,west
1680,pink morsel,$3.00,541,1623,2019-04-02,north
1681,pink morsel,$3.00,597,1791,2019-04-02,south
1682,pink morsel,$3.00,595,1785,2019-04-02,east
1683,pink morsel,$3.00,543,1629,2019-04-02,west
1684,pink morsel,$3.00,513,1539,2019-04-03,north
1685,pink morsel,$3.00,542,1626,2019-04-03,south
1686,pink morsel,$3.00,565,1695,2019-04-03,east
1687,pink morsel,$3.00,506,1518,2019-04-03,west
1688,pink morsel,$3.00,510,1530,2019-04-04,north
1689,pink morsel,$3.00,561,1683,2019-04-04,south
1690,pink morsel,$3.00,554,1662,2019-04-04,east
1691,pink morsel,$3.00,544,1632,2019-04-04,west
1692,pink morsel,$3.00,538,1614,2019-04-05,north
1693,pink morsel,$3.00,535,1605,2019-04-05,south
1694,pink morsel,$3.00,554,1662,2019-04-05,east
1695,pink morsel,$3.00,571,1713,2019-04-05,west
1696,pink morsel,$3.00,583,1749,2019-04-06,north
1697,pink morsel,$3.00,571,1713,2019-04-06,south
1698,pink morsel,$3.00,572,1716,2019-04-06,east
1699,pink morsel,$3.00,519,1557,2019-04-06,west
1700,pink morsel,$3.00,535,1605,2019-04-07,north
1701,pink morsel,$3.00,545,1635,2019-04-07,south
1702,pink morsel,$3.00,506,1518,2019-04-07,east
1703,pink morsel,$3.00,544,1632,2019-04-07,west
1704,pink morsel,$3.00,571,1713,2019-04-08,north
1705,pink morsel,$3.00,593,1779,2019-04-08,south
1706,pink morsel,$3.00,581,1743,2019-04-08,east
1707,pink morsel,$3.00,525,1575,2019-04-08,west
1708,pink morsel,$3.00,576,1728,2019-04-09,north
1709,pink morsel,$3.00,573,1719,2019-04-09,south
1710,pink morsel,$3.00,585,1755,2019-04-09,east
1711,pink morsel,$3.00,539,1617,2019-04-09,west
1712,pink morsel,$3.00,514,1542,2019-04-10,north
1713,pink morsel,$3.00,542,1626,2019-04-10,south
1714,pink morsel,$3.00,503,1509,2019-04-10,east
1715,pink morsel,$3.00,546,1638,2019-04-10,west
1716,pink morsel,$3.00,527,1581,2019-04-11,north
1717,pink morsel,$3.00,560,1680,2019-04-11,south
1718,pink morsel,$3.00,523,1569,2019-04-11,east
1719,pink morsel,$3.00,545,1635,2019-04-11,west
1720,pink morsel,$3.00,513,1539,2019-04-12,north
1721,pink morsel,$3.00,529,1587,2019-04-12,south
1722,pink morsel,$3.00,531,1593,2019-04-12,east
1723,pink morsel,$3.00,527,1581,2019-04-12,west
1724,pink morsel,$3.00,505,1515,2019-04-13,north
1725,pink morsel,$3.00,537,1611,2019-04-13,south
1726,pink morsel,$3.00,548,1644,2019-04-13,east
1727,pink morsel,$3.00,598,1794,2019-04-13,west
1728,pink morsel,$3.00,500,1500,2019-04-14,north
1729,pink morsel,$3.00,579,1737,2019-04-14,south
1730,pink morsel,$3.00,574,1722,2019-04-14,east
1731,pink morsel,$3.00,588,1764,2019-04-14,west
1732,pink morsel,$3.00,510,1530,2019-04-15,north
1733,pink morsel,$3.00,534,1602,2019-04-15,south
1734,pink morsel,$3.00,508,1524,2019-04-15,east
1735,pink morsel,$3.00,590,1770,2019-04-15,west
1736,pink morsel,$3.00,532,1596,2019-04-16,north
1737,pink morsel,$3.00,556,1668,2019-04-16,south
1738,pink morsel,$3.00,528,1584,2019-04-16,east
1739,pink morsel,$3.00,571,1713,2019-04-16,west
1740,pink morsel,$3.00,523,1569,2019-04-17,north
1741,pink morsel,$3.00,562,1686,2019-04-17,south
1742,pink morsel,$3.00,549,1647,2019-04-17,east
1743,pink morsel,$3.00,503,1509,2019-04-17,west
1744,pink morsel,$3.00,530,1590,2019-04-18,north
1745,pink morsel,$3.00,550,1650,2019-04-18,south
1746,pink morsel,$3.00,519,1557,2019-04-18,east
1747,pink morsel,$3.00,525,1575,2019-04-18,west
1748,pink morsel,$3.00,591,1773,2019-04-19,north
1749,pink morsel,$3.00,543,1629,2019-04-19,south
1750,pink morsel,$3.00,508,1524,2019-04-19,east
1751,pink morsel,$3.00,504,1512,2019-04-19,west
1752,pink morsel,$3.00,507,1521,2019-04-20,north
1753,pink morsel,$3.00,551,1653,2019-04-20,south
1754,pink morsel,$3.00,528,1584,2019-04-20,east
1755,pink morsel,$3.00,571,1713,2019-04-20,west
1756,pink morsel,$3.00,561,1683,2019-04-21,north
1757,pink morsel,$3.00,583,1749,2019-04-21,south
1758,pink morsel,$3.00,515,1545,2019-04-21,east
1759,pink morsel,$3.00,543,1629,2019-04-21,west
1760,pink morsel,$3.00,511,1533,2019-04-22,north
1761,pink morsel,$3.00,529,1587,2019-04-22,south
1762,pink morsel,$3.00,557,1671,2019-04-22,east
1763,pink morsel,$3.00,550,1650,2019-04-22,west
1764,pink morsel,$3.00,556,1668,2019-04-23,north
1765,pink morsel,$3.00,558,1674,2019-04-23,south
1766,pink morsel,$3.00,576,1728,2019-04-23,east
1767,pink morsel,$3.00,506,1518,2019-04-23,west
1768,pink morsel,$3.00,518,1554,2019-04-24,north
1769,pink morsel,$3.00,573,1719,2019-04-24,south
1770,pink morsel,$3.00,582,1746,2019-04-24,east
1771,pink morsel,$3.00,555,1665,2019-04-24,west
1772,pink morsel,$3.00,501,1503,2019-04-25,north
1773,pink morsel,$3.00,564,1692,2019-04-25,south
1774,pink morsel,$3.00,575,1725,2019-04-25,east
1775,pink morsel,$3.00,588,1764,2019-04-25,west
1776,pink morsel,$3.00,570,1710,2019-04-26,north
1777,pink morsel,$3.00,545,1635,2019-04-26,south
1778,pink morsel,$3.00,588,1764,2019-04-26,east
1779,pink morsel,$3.00,586,1758,2019-04-26,west
1780,pink morsel,$3.00,580,1740,2019-04-27,north
1781,pink morsel,$3.00,592,1776,2019-04-27,south
1782,pink morsel,$3.00,580,1740,2019-04-27,east
1783,pink morsel,$3.00,540,1620,2019-04-27,west
1784,pink morsel,$3.00,522,1566,2019-04-28,north
1785,pink morsel,$3.00,568,1704,2019-04-28,south
1786,pink morsel,$3.00,526,1578,2019-04-28,east
1787,pink morsel,$3.00,501,1503,2019-04-28,west
1788,pink morsel,$3.00,534,1602,2019-04-29,north
1789,pink morsel,$3.00,597,1791,2019-04-29,south
1790,pink morsel,$3.00,584,1752,2019-04-29,east
1791,pink morsel,$3.00,600,1800,2019-04-29,west
1792,pink morsel,$3.00,573,1719,2019-04-30,north
1793,pink morsel,$3.00,589,1767,2019-04-30,south
1794,pink morsel,$3.00,500,1500,2019-04-30,east
1795,pink morsel,$3.00,541,1623,2019-04-30,west
1796,pink morsel,$3.00,555,1665,2019-05-01,north
1797,pink morsel,$3.00,600,1800,2019-05-01,south
1798,pink morsel,$3.00,577,1731,2019-05-01,east
1799,pink morsel,$3.00,514,1542,2019-05-01,west
1800,pink morsel,$3.00,525,1575,2019-05-02,north
1801,pink morsel,$3.00,516,1548,2019-05-02,south
1802,pink morsel,$3.00,599,1797,2019-05-02,east
1803,pink morsel,$3.00,507,1521,2019-05-02,west
1804,pink morsel,$3.00,520,1560,2019-05-03,north
1805,pink morsel,$3.00,507,1521,2019-05-03,south
1806,pink morsel,$3.00,535,1605,2019-05-03,east
1807,pink morsel,$3.00,580,1740,2019-05-03,west
1808,pink morsel,$3.00,539,1617,2019-05-04,north
1809,pink morsel,$3.00,581,1743,2019-05-04,south
1810,pink morsel,$3.00,543,1629,2019-05-04,east
1811,pink morsel,$3.00,583,1749,2019-05-04,west
1812,pink morsel,$3.00,504,1512,2019-05-05,north
1813,pink morsel,$3.00,582,1746,2019-05-05,south
1814,pink morsel,$3.00,510,1530,2019-05-05,east
1815,pink morsel,$3.00,537,1611,2019-05-05,west
1816,pink morsel,$3.00,523,1569,2019-05-06,north
1817,pink morsel,$3.00,563,1689,2019-05-06,south
1818,pink morsel,$3.00,519,1557,2019-05-06,east
1819,pink morsel,$3.00,520,1560,2019-05-06,west
1820,pink morsel,$3.00,550,1650,2019-05-07,north
1821,pink morsel,$3.00,565,1695,2019-05-07,south
1822,pink morsel,$3.00,540,1620,2019-05-07,east
1823,pink morsel,$3.00,548,1644,2019-05-07,west
1824,pink morsel,$3.00,600,1800,2019-05-08,north
1825,pink morsel,$3.00,505,1515,2019-05-08,south
1826,pink morsel,$3.00,595,1785,2019-05-08,east
1827,pink morsel,$3.00,550,1650,2019-05-08,west
1828,pink morsel,$3.00,599,1797,2019-05-09,north
1829,pink morsel,$3.00,547,1641,2019-05-09,south
1830,pink morsel,$3.00,555,1665,2019-05-09,east
1831,pink morsel,$3.00,589,1767,2019-05-09,west
1832,pink morsel,$3.00,500,1500,2019-05-10,north
1833,pink morsel,$3.00,596,1788,2019-05-10,south
1834,pink morsel,$3.00,575,1725,2019-05-10,east
1835,pink morsel,$3.00,519,1557,2019-05-10,west
1836,pink morsel,$3.00,501,1503,2019-05-11,north
1837,pink morsel,$3.00,506,1518,2019-05-11,south
1838,pink morsel,$3.00,550,1650,2019-05-11,east
1839,pink morsel,$3.00,538,1614,2019-05-11,west
1840,pink morsel,$3.00,581,1743,2019-05-12,north
1841,pink morsel,$3.00,508,1524,2019-05-12,south
1842,pink morsel,$3.00,587,1761,2019-05-12,east
1843,pink morsel,$3.00,581,1743,2019-05-12,west
1844,pink morsel,$3.00,521,1563,2019-05-13,north
1845,pink morsel,$3.00,572,1716,2019-05-13,south
1846,pink morsel,$3.00,520,1560,2019-05-13,east
1847,pink morsel,$3.00,538,1614,2019-05-13,west
1848,pink morsel,$3.00,539,1617,2019-05-14,north
1849,pink morsel,$3.00,587,1761,2019-05-14,south
1850,pink morsel,$3.00,545,1635,2019-05-14,east
1851,pink morsel,$3.00,538,1614,2019-05-14,west
1852,pink morsel,$3.00,503,1509,2019-05-15,north
1853,pink morsel,$3.00,550,1650,2019-05-15,south
1854,pink morsel,$3.00,585,1755,2019-05-15,east
1855,pink morsel,$3.00,523,1569,2019-05-15,west
1856,pink morsel,$3.00,535,1605,2019-05-16,north
1857,pink morsel,$3.00,565,1695,2019-05-16,south
1858,pink morsel,$3.00,554,1662,2019-05-16,east
1859,pink morsel,$3.00,535,1605,2019-05-16,west
1860,pink morsel,$3.00,577,1731,2019-05-17,north
1861,pink morsel,$3.00,530,1590,2019-05-17,south
1862,pink morsel,$3.00,540,1620,2019-05-17,east
1863,pink morsel,$3.00,584,1752,2019-05-17,west
1864,pink morsel,$3.00,511,1533,2019-05-18,north
1865,pink morsel,$3.00,579,1737,2019-05-18,south
1866,pink morsel,$3.00,536,1608,2019-05-18,east
1867,pink morsel,$3.00,554,1662,2019-05-18,west
1868,pink morsel,$3.00,599,1797,2019-05-19,north
1869,pink morsel,$3.00,576,1728,2019-05-19,south
1870,pink morsel,$3.00,562,1686,2019-05-19,east
1871,pink morsel,$3.00,550,1650,2019-05-19,west
1872,pink morsel,$3.00,565,1695,2019-05-20,north
1873,pink morsel,$3.00,584,1752,2019-05-20,south
1874,pink morsel,$3.00,595,1785,2019-05-20,east
1875,pink morsel,$3.00,556,1668,2019-05-20,west
1876,pink morsel,$3.00,505,1515,2019-05-21,north
1877,pink morsel,$3.00,561,1683,2019-05-21,south
1878,pink morsel,$3.00,598,1794,2019-05-21,east
1879,pink morsel,$3.00,511,1533,2019-05-21,west
1880,pink morsel,$3.00,533,1599,2019-05-22,north
1881,pink morsel,$3.00,587,1761,2019-05-22,south
1882,pink morsel,$3.00,587,1761,2019-05-22,east
1883,pink morsel,$3.00,574,1722,2019-05-22,west
1884,pink morsel,$3.00,542,1626,2019-05-23,north
1885,pink morsel,$3.00,556,1668,2019-05-23,south
1886,pink morsel,$3.00,547,1641,2019-05-23,east
1887,pink morsel,$3.00,580,1740,2019-05-23,west
1888,pink morsel,$3.00,550,1650,2019-05-24,north
1889,pink morsel,$3.00,541,1623,2019-05-24,south
1890,pink morsel,$3.00,551,1653,2019-05-24,east
1891,pink morsel,$3.00,591,1773,2019-05-24,west
1892,pink morsel,$3.00,596,1788,2019-05-25,north
1893,pink morsel,$3.00,527,1581,2019-05-25,south
1894,pink morsel,$3.00,559,1677,2019-05-25,east
1895,pink morsel,$3.00,523,1569,2019-05-25,west
1896,pink morsel,$3.00,597,1791,2019-05-26,north
1897,pink morsel,$3.00,539,1617,2019-05-26,south
1898,pink morsel,$3.00,546,1638,2019-05-26,east
1899,pink morsel,$3.00,514,1542,2019-05-26,west
1900,pink morsel,$3.00,530,1590,2019-05-27,north
1901,pink morsel,$3.00,568,1704,2019-05-27,south
1902,pink morsel,$3.00,560,1680,2019-05-27,east
1903,pink morsel,$3.00,509,1527,2019-05-27,west
1904,pink morsel,$3.00,545,1635,2019-05-28,north
1905,pink morsel,$3.00,585,1755,2019-05-28,south
1906,pink morsel,$3.00,520,1560,2019-05-28,east
1907,pink morsel,$3.00,511,1533,2019-05-28,west
1908,pink morsel,$3.00,533,1599,2019-05-29,north
1909,pink morsel,$3.00,559,1677,2019-05-29,south
1910,pink morsel,$3.00,527,1581,2019-05-29,east
1911,pink morsel,$3.00,560,1680,2019-05-29,west
1912,pink morsel,$3.00,564,1692,2019-05-30,north
1913,pink morsel,$3.00,548,1644,2019-05-30,south
1914,pink morsel,$3.00,572,1716,2019-05-30,east
1915,pink morsel,$3.00,587,1761,2019-05-30,west
1916,pink morsel,$3.00,572,1716,2019-05-31,north
1917,pink morsel,$3.00,588,1764,2019-05-31,south
1918,pink morsel,$3.00,559,1677,2019-05-31,east
1919,pink morsel,$3.00,535,1605,2019-05-31,west
1920,pink morsel,$3.00,560,1680,2019-06-01,north
1921,pink morsel,$3.00,565,1695,2019-06-01,south
1922,pink morsel,$3.00,516,1548,2019-06-01,east
1923,pink morsel,$3.00,563,1689,2019-06-01,west
1924,pink morsel,$3.00,585,1755,2019-06-02,north
1925,pink morsel,$3.00,569,1707,2019-06-02,south
1926,pink morsel,$3.00,519,1557,2019-06-02,east
1927,pink morsel,$3.00,548,1644,2019-06-02,west
1928,pink morsel,$3.00,573,1719,2019-06-03,north
1929,pink morsel,$3.00,560,1680,2019-06-03,south
1930,pink morsel,$3.00,527,1581,2019-06-03,east
1931,pink morsel,$3.00,583,1749,2019-06-03,west
1932,pink morsel,$3.00,534,1602,2019-06-04,north
1933,pink morsel,$3.00,568,1704,2019-06-04,south
1934,pink morsel,$3.00,534,1602,2019-06-04,east
1935,pink morsel,$3.00,518,1554,2019-06-04,west
1936,pink morsel,$3.00,544,1632,2019-06-05,north
1937,pink morsel,$3.00,520,1560,2019-06-05,south
1938,pink morsel,$3.00,549,1647,2019-06-05,east
1939,pink morsel,$3.00,520,1560,2019-06-05,west
1940,pink morsel,$3.00,554,1662,2019-06-06,north
1941,pink morsel,$3.00,515,1545,2019-06-06,south
1942,pink morsel,$3.00,538,1614,2019-06-06,east
1943,pink morsel,$3.00,582,1746,2019-06-06,west
1944,pink morsel,$3.00,571,1713,2019-06-07,north
1945,pink morsel,$3.00,556,1668,2019-06-07,south
1946,pink morsel,$3.00,501,1503,2019-06-07,east
1947,pink morsel,$3.00,586,1758,2019-06-07,west
1948,pink morsel,$3.00,552,1656,2019-06-08,north
1949,pink morsel,$3.00,520,1560,2019-06-08,south
1950,pink morsel,$3.00,570,1710,2019-06-08,east
1951,pink morsel,$3.00,559,1677,2019-06-08,west
1952,pink morsel,$3.00,594,1782,2019-06-09,north
1953,pink morsel,$3.00,555,1665,2019-06-09,south
1954,pink morsel,$3.00,594,1782,2019-06-09,east
1955,pink morsel,$3.00,599,1797,2019-06-09,west
1956,pink morsel,$3.00,566,1698,2019-06-10,north
1957,pink morsel,$3.00,563,1689,2019-06-10,south
1958,pink morsel,$3.00,541,1623,2019-06-10,east
1959,pink morsel,$3.00,589,1767,2019-06-10,west
0,pink morsel,$3.00,545,"$1,635.00",2019-06-11,north
1,pink morsel,$3.00,521,"$1,563.00",2019-06-11,south
2,pink morsel,$3.00,595,"$1,785.00",2019-06-11,east
3,pink morsel,$3.00,507,"$1,521.00",2019-06-11,west
4,pink morsel,$3.00,576,"$1,728.00",2019-06-12,north
5,pink morsel,$3.00,505,"$1,515.00",2019-06-12,south
6,pink morsel,$3.00,516,"$1,548.00",2019-06-12,east
7,pink morsel,$3.00,559,"$1,677.00",2019-06-12,west
8,pink morsel,$3.00,529,"$1,587.00",2019-06-13,north
9,pink morsel,$3.00,573,"$1,719.00",2019-06-13,south
10,pink morsel,$3.00,529,"$1,587.00",2019-06-13,east
11,pink morsel,$3.00,591,"$1,773.00",2019-06-13,west
12,pink morsel,$3.00,519,"$1,557.00",2019-06-14,north
13,pink morsel,$3.00,560,"$1,680.00",2019-06-14,south
14,pink morsel,$3.00,591,"$1,773.00",2019-06-14,east
15,pink morsel,$3.00,503,"$1,509.00",2019-06-14,west
16,pink morsel,$3.00,534,"$1,602.00",2019-06-15,north
17,pink morsel,$3.00,598,"$1,794.00",2019-06-15,south
18,pink morsel,$3.00,588,"$1,764.00",2019-06-15,east
19,pink morsel,$3.00,595,"$1,785.00",2019-06-15,west
20,pink morsel,$3.00,554,"$1,662.00",2019-06-16,north
21,pink morsel,$3.00,521,"$1,563.00",2019-06-16,south
22,pink morsel,$3.00,557,"$1,671.00",2019-06-16,east
23,pink morsel,$3.00,511,"$1,533.00",2019-06-16,west
24,pink morsel,$3.00,529,"$1,587.00",2019-06-17,north
25,pink morsel,$3.00,504,"$1,512.00",2019-06-17,south
26,pink morsel,$3.00,512,"$1,536.00",2019-06-17,east
27,pink morsel,$3.00,522,"$1,566.00",2019-06-17,west
28,pink morsel,$3.00,589,"$1,767.00",2019-06-18,north
29,pink morsel,$3.00,538,"$1,614.00",2019-06-18,south
30,pink morsel,$3.00,592,"$1,776.00",2019-06-18,east
31,pink morsel,$3.00,576,"$1,728.00",2019-06-18,west
32,pink morsel,$3.00,538,"$1,614.00",2019-06-19,north
33,pink morsel,$3.00,524,"$1,572.00",2019-06-19,south
34,pink morsel,$3.00,538,"$1,614.00",2019-06-19,east
35,pink morsel,$3.00,578,"$1,734.00",2019-06-19,west
36,pink morsel,$3.00,522,"$1,566.00",2019-06-20,north
37,pink morsel,$3.00,544,"$1,632.00",2019-06-20,south
38,pink morsel,$3.00,595,"$1,785.00",2019-06-20,east
39,pink morsel,$3.00,590,"$1,770.00",2019-06-20,west
40,pink morsel,$3.00,575,"$1,725.00",2019-06-21,north
41,pink morsel,$3.00,514,"$1,542.00",2019-06-21,south
42,pink morsel,$3.00,559,"$1,677.00",2019-06-21,east
43,pink morsel,$3.00,511,"$1,533.00",2019-06-21,west
44,pink morsel,$3.00,526,"$1,578.00",2019-06-22,north
45,pink morsel,$3.00,571,"$1,713.00",2019-06-22,south
46,pink morsel,$3.00,592,"$1,776.00",2019-06-22,east
47,pink morsel,$3.00,505,"$1,515.00",2019-06-22,west
48,pink morsel,$3.00,529,"$1,587.00",2019-06-23,north
49,pink morsel,$3.00,590,"$1,770.00",2019-06-23,south
50,pink morsel,$3.00,591,"$1,773.00",2019-06-23,east
51,pink morsel,$3.00,557,"$1,671.00",2019-06-23,west
52,pink morsel,$3.00,568,"$1,704.00",2019-06-24,north
53,pink morsel,$3.00,515,"$1,545.00",2019-06-24,south
54,pink morsel,$3.00,557,"$1,671.00",2019-06-24,east
55,pink morsel,$3.00,600,"$1,800.00",2019-06-24,west
56,pink morsel,$3.00,537,"$1,611.00",2019-06-25,north
57,pink morsel,$3.00,599,"$1,797.00",2019-06-25,south
58,pink morsel,$3.00,541,"$1,623.00",2019-06-25,east
59,pink morsel,$3.00,592,"$1,776.00",2019-06-25,west
60,pink morsel,$3.00,559,"$1,677.00",2019-06-26,north
61,pink morsel,$3.00,600,"$1,800.00",2019-06-26,south
62,pink morsel,$3.00,598,"$1,794.00",2019-06-26,east
63,pink morsel,$3.00,562,"$1,686.00",2019-06-26,west
64,pink morsel,$3.00,557,"$1,671.00",2019-06-27,north
65,pink morsel,$3.00,545,"$1,635.00",2019-06-27,south
66,pink morsel,$3.00,580,"$1,740.00",2019-06-27,east
67,pink morsel,$3.00,557,"$1,671.00",2019-06-27,west
68,pink morsel,$3.00,557,"$1,671.00",2019-06-28,north
69,pink morsel,$3.00,590,"$1,770.00",2019-06-28,south
70,pink morsel,$3.00,591,"$1,773.00",2019-06-28,east
71,pink morsel,$3.00,527,"$1,581.00",2019-06-28,west
72,pink morsel,$3.00,511,"$1,533.00",2019-06-29,north
73,pink morsel,$3.00,550,"$1,650.00",2019-06-29,south
74,pink morsel,$3.00,512,"$1,536.00",2019-06-29,east
75,pink morsel,$3.00,516,"$1,548.00",2019-06-29,west
76,pink morsel,$3.00,595,"$1,785.00",2019-06-30,north
77,pink morsel,$3.00,538,"$1,614.00",2019-06-30,south
78,pink morsel,$3.00,523,"$1,569.00",2019-06-30,east
79,pink morsel,$3.00,600,"$1,800.00",2019-06-30,west
80,pink morsel,$3.00,548,"$1,644.00",2019-07-01,north
81,pink morsel,$3.00,553,"$1,659.00",2019-07-01,south
82,pink morsel,$3.00,553,"$1,659.00",2019-07-01,east
83,pink morsel,$3.00,548,"$1,644.00",2019-07-01,west
84,pink morsel,$3.00,552,"$1,656.00",2019-07-02,north
85,pink morsel,$3.00,522,"$1,566.00",2019-07-02,south
86,pink morsel,$3.00,562,"$1,686.00",2019-07-02,east
87,pink morsel,$3.00,559,"$1,677.00",2019-07-02,west
88,pink morsel,$3.00,590,"$1,770.00",2019-07-03,north
89,pink morsel,$3.00,563,"$1,689.00",2019-07-03,south
90,pink morsel,$3.00,568,"$1,704.00",2019-07-03,east
91,pink morsel,$3.00,600,"$1,800.00",2019-07-03,west
92,pink morsel,$3.00,594,"$1,782.00",2019-07-04,north
93,pink morsel,$3.00,582,"$1,746.00",2019-07-04,south
94,pink morsel,$3.00,509,"$1,527.00",2019-07-04,east
95,pink morsel,$3.00,527,"$1,581.00",2019-07-04,west
96,pink morsel,$3.00,506,"$1,518.00",2019-07-05,north
97,pink morsel,$3.00,518,"$1,554.00",2019-07-05,south
98,pink morsel,$3.00,516,"$1,548.00",2019-07-05,east
99,pink morsel,$3.00,511,"$1,533.00",2019-07-05,west
100,pink morsel,$3.00,597,"$1,791.00",2019-07-06,north
101,pink morsel,$3.00,526,"$1,578.00",2019-07-06,south
102,pink morsel,$3.00,593,"$1,779.00",2019-07-06,east
103,pink morsel,$3.00,568,"$1,704.00",2019-07-06,west
104,pink morsel,$3.00,529,"$1,587.00",2019-07-07,north
105,pink morsel,$3.00,531,"$1,593.00",2019-07-07,south
106,pink morsel,$3.00,548,"$1,644.00",2019-07-07,east
107,pink morsel,$3.00,560,"$1,680.00",2019-07-07,west
108,pink morsel,$3.00,538,"$1,614.00",2019-07-08,north
109,pink morsel,$3.00,568,"$1,704.00",2019-07-08,south
110,pink morsel,$3.00,599,"$1,797.00",2019-07-08,east
111,pink morsel,$3.00,590,"$1,770.00",2019-07-08,west
112,pink morsel,$3.00,535,"$1,605.00",2019-07-09,north
113,pink morsel,$3.00,562,"$1,686.00",2019-07-09,south
114,pink morsel,$3.00,598,"$1,794.00",2019-07-09,east
115,pink morsel,$3.00,571,"$1,713.00",2019-07-09,west
116,pink morsel,$3.00,585,"$1,755.00",2019-07-10,north
117,pink morsel,$3.00,500,"$1,500.00",2019-07-10,south
118,pink morsel,$3.00,544,"$1,632.00",2019-07-10,east
119,pink morsel,$3.00,600,"$1,800.00",2019-07-10,west
120,pink morsel,$3.00,600,"$1,800.00",2019-07-11,north
121,pink morsel,$3.00,550,"$1,650.00",2019-07-11,south
122,pink morsel,$3.00,568,"$1,704.00",2019-07-11,east
123,pink morsel,$3.00,530,"$1,590.00",2019-07-11,west
124,pink morsel,$3.00,593,"$1,779.00",2019-07-12,north
125,pink morsel,$3.00,518,"$1,554.00",2019-07-12,south
126,pink morsel,$3.00,545,"$1,635.00",2019-07-12,east
127,pink morsel,$3.00,536,"$1,608.00",2019-07-12,west
128,pink morsel,$3.00,597,"$1,791.00",2019-07-13,north
129,pink morsel,$3.00,593,"$1,779.00",2019-07-13,south
130,pink morsel,$3.00,509,"$1,527.00",2019-07-13,east
131,pink morsel,$3.00,563,"$1,689.00",2019-07-13,west
132,pink morsel,$3.00,594,"$1,782.00",2019-07-14,north
133,pink morsel,$3.00,554,"$1,662.00",2019-07-14,south
134,pink morsel,$3.00,540,"$1,620.00",2019-07-14,east
135,pink morsel,$3.00,564,"$1,692.00",2019-07-14,west
136,pink morsel,$3.00,517,"$1,551.00",2019-07-15,north
137,pink morsel,$3.00,540,"$1,620.00",2019-07-15,south
138,pink morsel,$3.00,575,"$1,725.00",2019-07-15,east
139,pink morsel,$3.00,534,"$1,602.00",2019-07-15,west
140,pink morsel,$3.00,506,"$1,518.00",2019-07-16,north
141,pink morsel,$3.00,587,"$1,761.00",2019-07-16,south
142,pink morsel,$3.00,513,"$1,539.00",2019-07-16,east
143,pink morsel,$3.00,538,"$1,614.00",2019-07-16,west
144,pink morsel,$3.00,516,"$1,548.00",2019-07-17,north
145,pink morsel,$3.00,517,"$1,551.00",2019-07-17,south
146,pink morsel,$3.00,574,"$1,722.00",2019-07-17,east
147,pink morsel,$3.00,554,"$1,662.00",2019-07-17,west
148,pink morsel,$3.00,503,"$1,509.00",2019-07-18,north
149,pink morsel,$3.00,591,"$1,773.00",2019-07-18,south
150,pink morsel,$3.00,589,"$1,767.00",2019-07-18,east
151,pink morsel,$3.00,527,"$1,581.00",2019-07-18,west
152,pink morsel,$3.00,542,"$1,626.00",2019-07-19,north
153,pink morsel,$3.00,578,"$1,734.00",2019-07-19,south
154,pink morsel,$3.00,587,"$1,761.00",2019-07-19,east
155,pink morsel,$3.00,553,"$1,659.00",2019-07-19,west
156,pink morsel,$3.00,546,"$1,638.00",2019-07-20,north
157,pink morsel,$3.00,513,"$1,539.00",2019-07-20,south
158,pink morsel,$3.00,594,"$1,782.00",2019-07-20,east
159,pink morsel,$3.00,576,"$1,728.00",2019-07-20,west
160,pink morsel,$3.00,582,"$1,746.00",2019-07-21,north
161,pink morsel,$3.00,512,"$1,536.00",2019-07-21,south
162,pink morsel,$3.00,573,"$1,719.00",2019-07-21,east
163,pink morsel,$3.00,591,"$1,773.00",2019-07-21,west
164,pink morsel,$3.00,537,"$1,611.00",2019-07-22,north
165,pink morsel,$3.00,555,"$1,665.00",2019-07-22,south
166,pink morsel,$3.00,502,"$1,506.00",2019-07-22,east
167,pink morsel,$3.00,582,"$1,746.00",2019-07-22,west
168,pink morsel,$3.00,590,"$1,770.00",2019-07-23,north
169,pink morsel,$3.00,578,"$1,734.00",2019-07-23,south
170,pink morsel,$3.00,569,"$1,707.00",2019-07-23,east
171,pink morsel,$3.00,540,"$1,620.00",2019-07-23,west
172,pink morsel,$3.00,523,"$1,569.00",2019-07-24,north
